,Energy (MeV),mu/rho (cm2/g),mu_en/rho (cm2/g),Z
0,0.001,7.2170000000000005,6.82,1
1,0.0015,2.148,1.7519999999999998,1
2,0.002,1.0590000000000002,0.6643,1
3,0.003,0.5612,0.1693,1
4,0.004,0.4546,0.06548999999999999,1
5,0.005,0.4193,0.032780000000000004,1
6,0.006,0.4042,0.01996,1
7,0.008,0.3914,0.0116,1
8,0.01,0.3854,0.009849,1
9,0.015,0.3764,0.01102,1
10,0.02,0.3695,0.01355,1
11,0.03,0.357,0.01863,1
12,0.04,0.3458,0.02315,1
13,0.05,0.3355,0.027089999999999996,1
14,0.06,0.326,0.03053,1
15,0.08,0.3091,0.0362,1
16,0.1,0.2944,0.04063,1
17,0.15,0.2651,0.04813,1
18,0.2,0.2429,0.052539999999999996,1
19,0.3,0.2112,0.05695,1
20,0.4,0.1893,0.0586,1
21,0.5,0.1729,0.059,1
22,0.6,0.1599,0.05875,1
23,0.8,0.1405,0.05739,1
24,1.0,0.1263,0.055560000000000005,1
25,1.25,0.1129,0.053110000000000004,1
26,1.5,0.1027,0.05075,1
27,2.0,0.08769,0.0465,1
28,3.0,0.06921000000000001,0.03992,1
29,4.0,0.05806,0.035230000000000004,1
30,5.0,0.05049,0.03174,1
31,6.0,0.04498,0.02905,1
32,8.0,0.03746,0.02515,1
33,10.0,0.03254,0.02247,1
34,15.0,0.02539,0.018369999999999997,1
35,20.0,0.02153,0.016059999999999998,1
0,0.001,60.84,60.45,2
1,0.0015,16.76,16.38,2
2,0.002,6.8629999999999995,6.502999999999999,2
3,0.003,2.0069999999999997,1.681,2
4,0.004,0.9329,0.6379,2
5,0.005,0.5766,0.3061,2
6,0.006,0.4195,0.1671,2
7,0.008,0.2933,0.06446,2
8,0.01,0.2476,0.0326,2
9,0.015,0.2092,0.012459999999999999,2
10,0.02,0.196,0.00941,2
11,0.03,0.1838,0.010029999999999999,2
12,0.04,0.1763,0.0119,2
13,0.05,0.1703,0.01375,2
14,0.06,0.1651,0.01544,2
15,0.08,0.1562,0.01826,2
16,0.1,0.1486,0.02047,2
17,0.15,0.1336,0.02424,2
18,0.2,0.1224,0.02647,2
19,0.3,0.1064,0.02868,2
20,0.4,0.09535,0.02951,2
21,0.5,0.08707000000000001,0.029710000000000004,2
22,0.6,0.08054,0.029589999999999998,2
23,0.8,0.07076,0.0289,2
24,1.0,0.06362000000000001,0.02797,2
25,1.25,0.05687999999999999,0.026739999999999996,2
26,1.5,0.05173,0.02555,2
27,2.0,0.044219999999999995,0.02343,2
28,3.0,0.03503,0.02019,2
29,4.0,0.02949,0.0179,2
30,5.0,0.025769999999999998,0.01622,2
31,6.0,0.02307,0.01493,2
32,8.0,0.0194,0.013080000000000001,2
33,10.0,0.01703,0.01183,2
34,15.0,0.013630000000000001,0.009948,2
35,20.0,0.01183,0.008914,2
0,0.001,233.9,233.5,3
1,0.0015,66.68,66.29,3
2,0.002,27.07,26.72,3
3,0.003,7.5489999999999995,7.249,3
4,0.004,3.114,2.84,3
5,0.005,1.619,1.364,3
6,0.006,0.9875,0.7477,3
7,0.008,0.5054,0.2888,3
8,0.01,0.3395,0.1387,3
9,0.015,0.2176,0.0391,3
10,0.02,0.1856,0.01885,3
11,0.03,0.1644,0.01138,3
12,0.04,0.1551,0.011309999999999999,3
13,0.05,0.1488,0.01237,3
14,0.06,0.1438,0.013609999999999999,3
15,0.08,0.1356,0.015880000000000002,3
16,0.1,0.1289,0.017759999999999998,3
17,0.15,0.1158,0.020980000000000002,3
18,0.2,0.106,0.0229,3
19,0.3,0.0921,0.02481,3
20,0.4,0.08249,0.025519999999999998,3
21,0.5,0.07532,0.025689999999999998,3
22,0.6,0.06967999999999999,0.02559,3
23,0.8,0.06121,0.024990000000000002,3
24,1.0,0.055029999999999996,0.02419,3
25,1.25,0.049210000000000004,0.023119999999999998,3
26,1.5,0.04476,0.0221,3
27,2.0,0.0383,0.02028,3
28,3.0,0.030430000000000002,0.01753,3
29,4.0,0.02572,0.015609999999999999,3
30,5.0,0.02257,0.014219999999999998,3
31,6.0,0.0203,0.01316,3
32,8.0,0.01725,0.01167,3
33,10.0,0.01529,0.01066,3
34,15.0,0.01252,0.009182,3
35,20.0,0.011090000000000001,0.008385,3
0,0.001,604.1,603.5,4
1,0.0015,179.7,179.1,4
2,0.002,74.69,74.22,4
3,0.003,21.27,20.9,4
4,0.004,8.685,8.367,4
5,0.005,4.369,4.081,4
6,0.006,2.5269999999999997,2.26,4
7,0.008,1.124,0.8839,4
8,0.01,0.6466,0.4255,4
9,0.015,0.307,0.1143,4
10,0.02,0.2251,0.0478,4
11,0.03,0.1792,0.01898,4
12,0.04,0.164,0.01438,4
13,0.05,0.1554,0.01401,4
14,0.06,0.1493,0.01468,4
15,0.08,0.1401,0.01658,4
16,0.1,0.1328,0.018359999999999998,4
17,0.15,0.119,0.02157,4
18,0.2,0.1089,0.023530000000000002,4
19,0.3,0.09462999999999999,0.025480000000000003,4
20,0.4,0.08471000000000001,0.0262,4
21,0.5,0.07739,0.026389999999999997,4
22,0.6,0.07155,0.026269999999999998,4
23,0.8,0.06286,0.02565,4
24,1.0,0.05652000000000001,0.02483,4
25,1.25,0.050539999999999995,0.02373,4
26,1.5,0.04597,0.022680000000000002,4
27,2.0,0.03938,0.02083,4
28,3.0,0.03138,0.01806,4
29,4.0,0.026639999999999997,0.01617,4
30,5.0,0.023469999999999998,0.014790000000000001,4
31,6.0,0.02121,0.01377,4
32,8.0,0.01819,0.012329999999999999,4
33,10.0,0.01627,0.01138,4
34,15.0,0.013609999999999999,0.01001,4
35,20.0,0.01227,0.009294,4
0,0.001,1229.0,1228.0,5
1,0.0015,376.6,375.9,5
2,0.002,159.7,159.1,5
3,0.003,46.67,46.17,5
4,0.004,19.27,18.86,5
5,0.005,9.683,9.332,5
6,0.006,5.537999999999999,5.223,5
7,0.008,2.346,2.072,5
8,0.01,1.255,1.006,5
9,0.015,0.4827,0.2698,5
10,0.02,0.3014,0.1084,5
11,0.03,0.2063,0.03506,5
12,0.04,0.1793,0.02084,5
13,0.05,0.1665,0.01737,5
14,0.06,0.1583,0.0168,5
15,0.08,0.1472,0.01785,5
16,0.1,0.1391,0.0194,5
17,0.15,0.1243,0.02255,5
18,0.2,0.1136,0.02453,5
19,0.3,0.09862,0.026539999999999998,5
20,0.4,0.08834,0.02731,5
21,0.5,0.08065,0.027489999999999997,5
22,0.6,0.0746,0.02737,5
23,0.8,0.06548999999999999,0.02671,5
24,1.0,0.0589,0.02586,5
25,1.25,0.052660000000000005,0.02472,5
26,1.5,0.04791,0.02362,5
27,2.0,0.04108,0.02171,5
28,3.0,0.03284,0.01889,5
29,4.0,0.02798,0.016980000000000002,5
30,5.0,0.02476,0.015619999999999998,5
31,6.0,0.02248,0.01461,5
32,8.0,0.01945,0.013219999999999999,5
33,10.0,0.01755,0.012320000000000001,5
34,15.0,0.01495,0.011040000000000001,5
35,20.0,0.013680000000000001,0.01039,5
0,0.001,2211.0,2209.0,6
1,0.0015,700.2,699.0,6
2,0.002,302.6,301.6,6
3,0.003,90.33,89.63,6
4,0.004,37.78,37.23,6
5,0.005,19.12,18.66,6
6,0.006,10.95,10.54,6
7,0.008,4.5760000000000005,4.242,6
8,0.01,2.373,2.0780000000000003,6
9,0.015,0.8071,0.5627,6
10,0.02,0.442,0.2238,6
11,0.03,0.2562,0.06614,6
12,0.04,0.2076,0.03343,6
13,0.05,0.1871,0.023969999999999998,6
14,0.06,0.1753,0.020980000000000002,6
15,0.08,0.161,0.02037,6
16,0.1,0.1514,0.02147,6
17,0.15,0.1347,0.02449,6
18,0.2,0.1229,0.02655,6
19,0.3,0.1066,0.0287,6
20,0.4,0.09546,0.0295,6
21,0.5,0.08715,0.029689999999999998,6
22,0.6,0.08058,0.029560000000000003,6
23,0.8,0.07076,0.02885,6
24,1.0,0.06361,0.02792,6
25,1.25,0.0569,0.02669,6
26,1.5,0.051789999999999996,0.025509999999999998,6
27,2.0,0.04442,0.02345,6
28,3.0,0.03562,0.02048,6
29,4.0,0.03047,0.01849,6
30,5.0,0.02708,0.0171,6
31,6.0,0.02469,0.016069999999999997,6
32,8.0,0.02154,0.01468,6
33,10.0,0.01959,0.0138,6
34,15.0,0.016980000000000002,0.01258,6
35,20.0,0.01575,0.01198,6
0,0.001,3311.0,3306.0,7
1,0.0015,1083.0,1080.0,7
2,0.002,476.9,475.5,7
3,0.003,145.6,144.7,7
4,0.004,61.66,60.94,7
5,0.005,31.44,30.86,7
6,0.006,18.09,17.59,7
7,0.008,7.562,7.17,7
8,0.01,3.8789999999999996,3.545,7
9,0.015,1.236,0.9715,7
10,0.02,0.6178,0.3867,7
11,0.03,0.3066,0.1099,7
12,0.04,0.2288,0.05051,7
13,0.05,0.198,0.03217,7
14,0.06,0.1817,0.025480000000000003,7
15,0.08,0.1639,0.022109999999999998,7
16,0.1,0.1529,0.02231,7
17,0.15,0.1353,0.02472,7
18,0.2,0.1233,0.02665,7
19,0.3,0.1068,0.028730000000000002,7
20,0.4,0.09557,0.029519999999999998,7
21,0.5,0.08719,0.029689999999999998,7
22,0.6,0.08063,0.029560000000000003,7
23,0.8,0.07081,0.028860000000000004,7
24,1.0,0.06364,0.02792,7
25,1.25,0.056929999999999994,0.02669,7
26,1.5,0.0518,0.0255,7
27,2.0,0.0445,0.023469999999999998,7
28,3.0,0.035789999999999995,0.020569999999999998,7
29,4.0,0.03073,0.01867,7
30,5.0,0.02742,0.01734,7
31,6.0,0.02511,0.016390000000000002,7
32,8.0,0.022090000000000002,0.015119999999999998,7
33,10.0,0.02024,0.01434,7
34,15.0,0.01782,0.013319999999999999,7
35,20.0,0.016730000000000002,0.01285,7
0,0.001,4590.0,4576.0,8
1,0.0015,1549.0,1545.0,8
2,0.002,694.9,692.6,8
3,0.003,217.1,215.8,8
4,0.004,93.15,92.21,8
5,0.005,47.9,47.15,8
6,0.006,27.7,27.08,8
7,0.008,11.63,11.16,8
8,0.01,5.952000000000001,5.565,8
9,0.015,1.8359999999999999,1.545,8
10,0.02,0.8651,0.6179,8
11,0.03,0.3779,0.1729,8
12,0.04,0.2585,0.0753,8
13,0.05,0.2132,0.04414,8
14,0.06,0.1907,0.03207,8
15,0.08,0.1678,0.02468,8
16,0.1,0.1551,0.02355,8
17,0.15,0.1361,0.02506,8
18,0.2,0.1237,0.026789999999999998,8
19,0.3,0.107,0.02877,8
20,0.4,0.09566000000000001,0.02953,8
21,0.5,0.08728999999999999,0.029710000000000004,8
22,0.6,0.0807,0.02957,8
23,0.8,0.07087,0.02887,8
24,1.0,0.06372,0.027939999999999996,8
25,1.25,0.05697000000000001,0.02669,8
26,1.5,0.05185,0.025509999999999998,8
27,2.0,0.04459,0.0235,8
28,3.0,0.03597,0.020659999999999998,8
29,4.0,0.031,0.01882,8
30,5.0,0.02777,0.01757,8
31,6.0,0.025519999999999998,0.01668,8
32,8.0,0.02263,0.01553,8
33,10.0,0.02089,0.014830000000000001,8
34,15.0,0.01866,0.01396,8
35,20.0,0.0177,0.0136,8
0,0.001,5649.0,5615.0,9
1,0.0015,1979.0,1969.0,9
2,0.002,904.7,900.5,9
3,0.003,288.8,287.0,9
4,0.004,125.6,124.4,9
5,0.005,65.14,64.24,9
6,0.006,37.89,37.16,9
7,0.008,16.02,15.48,9
8,0.01,8.205,7.776,9
9,0.015,2.492,2.186,9
10,0.02,1.133,0.8796,9
11,0.03,0.4487,0.2451,9
12,0.04,0.2828,0.1036,9
13,0.05,0.2214,0.05747000000000001,9
14,0.06,0.192,0.03903,9
15,0.08,0.1639,0.026760000000000003,9
16,0.1,0.1496,0.02394,9
17,0.15,0.1298,0.02417,9
18,0.2,0.1176,0.02554,9
19,0.3,0.1015,0.02729,9
20,0.4,0.09072999999999999,0.028,9
21,0.5,0.08274,0.02815,9
22,0.6,0.07649,0.028010000000000004,9
23,0.8,0.06717000000000001,0.027339999999999996,9
24,1.0,0.06037000000000001,0.02645,9
25,1.25,0.053989999999999996,0.025269999999999997,9
26,1.5,0.04915,0.02416,9
27,2.0,0.04228,0.02226,9
28,3.0,0.03422,0.01964,9
29,4.0,0.0296,0.01797,9
30,5.0,0.02663,0.01685,9
31,6.0,0.024569999999999998,0.016069999999999997,9
32,8.0,0.02195,0.015080000000000001,9
33,10.0,0.020390000000000002,0.014509999999999999,9
34,15.0,0.01846,0.013819999999999999,9
35,20.0,0.01769,0.013569999999999999,9
0,0.001,7409.0,7326.0,10
1,0.0015,2666.0,2645.0,10
2,0.002,1243.0,1234.0,10
3,0.003,405.1,402.1,10
4,0.004,178.5,176.7,10
5,0.005,93.39,92.14,10
6,0.006,54.67,53.69,10
7,0.008,23.28,22.6,10
8,0.01,11.97,11.43,10
9,0.015,3.613,3.253,10
10,0.02,1.6059999999999999,1.317,10
11,0.03,0.5923,0.3676,10
12,0.04,0.3473,0.1528,10
13,0.05,0.2579,0.08182,10
14,0.06,0.2161,0.05287000000000001,10
15,0.08,0.1781,0.03273,10
16,0.1,0.16,0.02733,10
17,0.15,0.137,0.0259,10
18,0.2,0.1236,0.026969999999999997,10
19,0.3,0.1064,0.02862,10
20,0.4,0.09502000000000001,0.029310000000000003,10
21,0.5,0.08664,0.029460000000000004,10
22,0.6,0.08006,0.0293,10
23,0.8,0.07028999999999999,0.0286,10
24,1.0,0.06316000000000001,0.02766,10
25,1.25,0.05646,0.026410000000000003,10
26,1.5,0.05145,0.025259999999999998,10
27,2.0,0.0443,0.0233,10
28,3.0,0.03594,0.02061,10
29,4.0,0.031219999999999998,0.018940000000000002,10
30,5.0,0.02818,0.01784,10
31,6.0,0.0261,0.01709,10
32,8.0,0.02348,0.01616,10
33,10.0,0.02197,0.01564,10
34,15.0,0.020130000000000002,0.015080000000000001,10
35,20.0,0.019459999999999998,0.01491,10
0,0.001,654.2,652.2,11
1,0.00103542,596.0,594.1,11
2,0.0010721,542.9,541.0,11
3,0.0015,3194.0,3151.0,11
4,0.002,1521.0,1504.0,11
5,0.003,507.0,502.3,11
6,0.004,226.1,223.8,11
7,0.005,119.4,117.8,11
8,0.006,70.3,69.15,11
9,0.008,30.18,29.41,11
10,0.01,15.57,14.99,11
11,0.015,4.694,4.313,11
12,0.02,2.057,1.7590000000000001,11
13,0.03,0.7197,0.4928,11
14,0.04,0.3969,0.2031,11
15,0.05,0.2804,0.1063,11
16,0.06,0.2268,0.06625,11
17,0.08,0.1796,0.037610000000000005,11
18,0.1,0.1585,0.029310000000000003,11
19,0.15,0.1335,0.025789999999999997,11
20,0.2,0.1199,0.02635,11
21,0.3,0.1029,0.027710000000000002,11
22,0.4,0.09185,0.02833,11
23,0.5,0.08372,0.02845,11
24,0.6,0.07736,0.0283,11
25,0.8,0.06788,0.0276,11
26,1.0,0.061,0.02669,11
27,1.25,0.05454,0.025490000000000002,11
28,1.5,0.04968,0.02437,11
29,2.0,0.04282,0.02249,11
30,3.0,0.03487,0.019969999999999998,11
31,4.0,0.030369999999999998,0.01842,11
32,5.0,0.027530000000000002,0.01743,11
33,6.0,0.02559,0.01675,11
34,8.0,0.023190000000000002,0.01595,11
35,10.0,0.02181,0.015519999999999999,11
36,15.0,0.02023,0.015080000000000001,11
37,20.0,0.0197,0.01496,11
0,0.001,922.5,920.3,12
1,0.00114237,647.4,645.2,12
2,0.001305,453.0,450.9,12
3,0.0015,4004.0,3918.0,12
4,0.002,1932.0,1899.0,12
5,0.003,658.5,649.9,12
6,0.004,297.4,293.7,12
7,0.005,158.3,156.1,12
8,0.006,93.81,92.27,12
9,0.008,40.61,39.65,12
10,0.01,21.05,20.36,12
11,0.015,6.358,5.925,12
12,0.02,2.763,2.432,12
13,0.03,0.9306,0.6855,12
14,0.04,0.4881,0.2815,12
15,0.05,0.3292,0.1451,12
16,0.06,0.257,0.0882,12
17,0.08,0.1951,0.04671,12
18,0.1,0.1686,0.0341,12
19,0.15,0.1394,0.02766,12
20,0.2,0.1245,0.027610000000000003,12
21,0.3,0.1065,0.028710000000000003,12
22,0.4,0.09492,0.02928,12
23,0.5,0.08647,0.02938,12
24,0.6,0.07987999999999999,0.029210000000000003,12
25,0.8,0.07007999999999999,0.028480000000000002,12
26,1.0,0.06296,0.027530000000000002,12
27,1.25,0.05629,0.026289999999999997,12
28,1.5,0.051289999999999995,0.02514,12
29,2.0,0.04426,0.023219999999999998,12
30,3.0,0.03613,0.020669999999999997,12
31,4.0,0.03159,0.01915,12
32,5.0,0.028730000000000002,0.01819,12
33,6.0,0.026810000000000004,0.01756,12
34,8.0,0.02445,0.01683,12
35,10.0,0.02313,0.01646,12
36,15.0,0.02168,0.01614,12
37,20.0,0.021269999999999997,0.01609,12
0,0.001,1185.0,1183.0,13
1,0.0015,402.2,400.1,13
2,0.0015596,362.1,360.0,13
3,0.002,2263.0,2204.0,13
4,0.003,788.0,773.2,13
5,0.004,360.5,354.5,13
6,0.005,193.4,190.2,13
7,0.006,115.3,113.3,13
8,0.008,50.33,49.18,13
9,0.01,26.23,25.43,13
10,0.015,7.955,7.487,13
11,0.02,3.4410000000000003,3.094,13
12,0.03,1.128,0.8778,13
13,0.04,0.5685,0.3601,13
14,0.05,0.3681,0.184,13
15,0.06,0.2778,0.1099,13
16,0.08,0.2018,0.05511,13
17,0.1,0.1704,0.037939999999999995,13
18,0.15,0.1378,0.02827,13
19,0.2,0.1223,0.02745,13
20,0.3,0.1042,0.02816,13
21,0.4,0.09276000000000001,0.02862,13
22,0.5,0.08445,0.02868,13
23,0.6,0.07802,0.02851,13
24,0.8,0.06841,0.027780000000000003,13
25,1.0,0.06146,0.026860000000000002,13
26,1.25,0.05496,0.02565,13
27,1.5,0.05006,0.02451,13
28,2.0,0.04324,0.02266,13
29,3.0,0.035410000000000004,0.02024,13
30,4.0,0.03106,0.01882,13
31,5.0,0.028360000000000003,0.01795,13
32,6.0,0.02655,0.01739,13
33,8.0,0.02437,0.01678,13
34,10.0,0.023180000000000003,0.0165,13
35,15.0,0.02195,0.016309999999999998,13
36,20.0,0.02168,0.01633,13
0,0.001,1570.0,1567.0,14
1,0.0015,535.5,533.1,14
2,0.0018389,309.2,307.0,14
3,0.002,2777.0,2669.0,14
4,0.003,978.4,951.6,14
5,0.004,452.9,442.7,14
6,0.005,245.0,240.0,14
7,0.006,147.0,143.9,14
8,0.008,64.68,63.13,14
9,0.01,33.89,32.89,14
10,0.015,10.34,9.794,14
11,0.02,4.4639999999999995,4.0760000000000005,14
12,0.03,1.436,1.1640000000000001,14
13,0.04,0.7012,0.4782,14
14,0.05,0.4385,0.243,14
15,0.06,0.3207,0.1434,14
16,0.08,0.2228,0.06896000000000001,14
17,0.1,0.1835,0.04513,14
18,0.15,0.1448,0.030860000000000002,14
19,0.2,0.1275,0.02905,14
20,0.3,0.1082,0.02932,14
21,0.4,0.09614,0.02968,14
22,0.5,0.08748,0.029710000000000004,14
23,0.6,0.08077000000000001,0.02951,14
24,0.8,0.07082000000000001,0.02875,14
25,1.0,0.06361,0.027780000000000003,14
26,1.25,0.05687999999999999,0.02652,14
27,1.5,0.051829999999999994,0.02535,14
28,2.0,0.0448,0.02345,14
29,3.0,0.03678,0.02101,14
30,4.0,0.0324,0.01963,14
31,5.0,0.02967,0.01878,14
32,6.0,0.027880000000000002,0.018269999999999998,14
33,8.0,0.02574,0.017730000000000003,14
34,10.0,0.02462,0.01753,14
35,15.0,0.02352,0.01746,14
36,20.0,0.02338,0.01757,14
0,0.001,1913.0,1910.0,15
1,0.0015,654.7,652.2,15
2,0.002,301.8,299.6,15
3,0.0021455,249.4,247.3,15
4,0.003,1118.0,1074.0,15
5,0.004,524.2,507.9,15
6,0.005,286.0,278.2,15
7,0.006,172.6,168.2,15
8,0.008,76.6,74.57,15
9,0.01,40.35,39.12,15
10,0.015,12.39,11.79,15
11,0.02,5.352,4.939,15
12,0.03,1.7,1.422,15
13,0.04,0.8096,0.585,15
14,0.05,0.4916,0.2965,15
15,0.06,0.3494,0.1735,15
16,0.08,0.2324,0.08083,15
17,0.1,0.1865,0.05068,15
18,0.15,0.1432,0.03188,15
19,0.2,0.125,0.02899,15
20,0.3,0.1055,0.0287,15
21,0.4,0.09358999999999999,0.028919999999999998,15
22,0.5,0.08511,0.02891,15
23,0.6,0.07854,0.028689999999999997,15
24,0.8,0.06884,0.02793,15
25,1.0,0.06182000000000001,0.02698,15
26,1.25,0.055260000000000004,0.02575,15
27,1.5,0.05039,0.02462,15
28,2.0,0.04358,0.02279,15
29,3.0,0.0359,0.02049,15
30,4.0,0.03172,0.019209999999999998,15
31,5.0,0.02915,0.01846,15
32,6.0,0.027469999999999998,0.018009999999999998,15
33,8.0,0.025519999999999998,0.0176,15
34,10.0,0.02452,0.01747,15
35,15.0,0.02364,0.01754,15
36,20.0,0.02363,0.01771,15
0,0.001,2429.0,2426.0,16
1,0.0015,834.2,831.4,16
2,0.002,385.3,382.8,16
3,0.002472,216.8,214.5,16
4,0.003,1339.0,1265.0,16
5,0.004,633.8,606.6,16
6,0.005,348.7,336.0,16
7,0.006,211.6,204.6,16
8,0.008,94.65,91.71,16
9,0.01,50.12,48.47,16
10,0.015,15.5,14.77,16
11,0.02,6.707999999999999,6.235,16
12,0.03,2.113,1.8090000000000002,16
13,0.04,0.9872,0.7466,16
14,0.05,0.5849,0.3779,16
15,0.06,0.4053,0.2199,16
16,0.08,0.2585,0.1,16
17,0.1,0.202,0.060520000000000004,16
18,0.15,0.1506,0.035160000000000004,16
19,0.2,0.1302,0.0308,16
20,0.3,0.1091,0.029830000000000002,16
21,0.4,0.09665,0.029910000000000003,16
22,0.5,0.08781,0.02984,16
23,0.6,0.08102000000000001,0.029589999999999998,16
24,0.8,0.07098,0.02878,16
25,1.0,0.06373,0.0278,16
26,1.25,0.05697000000000001,0.02652,16
27,1.5,0.05193,0.02535,16
28,2.0,0.04498,0.02349,16
29,3.0,0.03715,0.02118,16
30,4.0,0.03293,0.01993,16
31,5.0,0.03036,0.01923,16
32,6.0,0.02872,0.01884,16
33,8.0,0.02682,0.0185,16
34,10.0,0.025889999999999996,0.01845,16
35,15.0,0.025169999999999998,0.01864,16
36,20.0,0.02529,0.01889,16
0,0.001,2832.0,2829.0,17
1,0.0015,977.1,974.2,17
2,0.002,452.0,449.4,17
3,0.0028224,177.4,175.2,17
4,0.003,1473.0,1361.0,17
5,0.004,703.7,662.6,17
6,0.005,390.1,371.1,17
7,0.006,238.4,228.2,17
8,0.008,107.5,103.4,17
9,0.01,57.25,55.1,17
10,0.015,17.84,17.0,17
11,0.02,7.739,7.227,17
12,0.03,2.425,2.114,17
13,0.04,1.117,0.8756,17
14,0.05,0.6483,0.4433,17
15,0.06,0.4395,0.257,17
16,0.08,0.2696,0.1148,17
17,0.1,0.205,0.06745,17
18,0.15,0.148,0.03639,17
19,0.2,0.1266,0.03067,17
20,0.3,0.1054,0.028980000000000002,17
21,0.4,0.09311,0.02887,17
22,0.5,0.08453,0.028739999999999998,17
23,0.6,0.07795,0.02847,17
24,0.8,0.06826,0.02767,17
25,1.0,0.061279999999999994,0.02671,17
26,1.25,0.054779999999999995,0.025490000000000002,17
27,1.5,0.04994,0.02436,17
28,2.0,0.04328,0.022580000000000003,17
29,3.0,0.03585,0.02043,17
30,4.0,0.03188,0.01931,17
31,5.0,0.0295,0.01871,17
32,6.0,0.02798,0.01839,17
33,8.0,0.02628,0.01819,17
34,10.0,0.025490000000000002,0.01824,17
35,15.0,0.02496,0.018609999999999998,17
36,20.0,0.0252,0.01899,17
0,0.001,3184.0,3180.0,18
1,0.0015,1105.0,1102.0,18
2,0.002,512.0,509.3,18
3,0.003,170.3,168.2,18
4,0.0032029,142.4,140.3,18
5,0.004,757.2,697.9,18
6,0.005,422.5,395.3,18
7,0.006,259.3,244.9,18
8,0.008,118.0,112.5,18
9,0.01,63.16,60.38,18
10,0.015,19.83,18.86,18
11,0.02,8.629,8.074,18
12,0.03,2.697,2.3819999999999997,18
13,0.04,1.228,0.9907,18
14,0.05,0.7012,0.502,18
15,0.06,0.4664,0.2904,18
16,0.08,0.276,0.128,18
17,0.1,0.2043,0.07343999999999999,18
18,0.15,0.1427,0.03703,18
19,0.2,0.1205,0.02998,18
20,0.3,0.09953,0.027569999999999997,18
21,0.4,0.08776,0.02727,18
22,0.5,0.07958,0.02708,18
23,0.6,0.07335,0.026789999999999998,18
24,0.8,0.06419,0.026010000000000002,18
25,1.0,0.057620000000000005,0.0251,18
26,1.25,0.0515,0.02394,18
27,1.5,0.04695,0.02288,18
28,2.0,0.04074,0.021230000000000002,18
29,3.0,0.033839999999999995,0.01927,18
30,4.0,0.030189999999999998,0.018269999999999998,18
31,5.0,0.02802,0.017769999999999998,18
32,6.0,0.02667,0.01753,18
33,8.0,0.025169999999999998,0.017419999999999998,18
34,10.0,0.02451,0.01754,18
35,15.0,0.02418,0.018,18
36,20.0,0.02453,0.01842,18
0,0.001,4058.0,4053.0,19
1,0.0015,1418.0,1415.0,19
2,0.002,659.2,656.3,19
3,0.003,219.8,217.4,19
4,0.0036074,132.7,130.6,19
5,0.004,925.6,830.4,19
6,0.005,518.9,475.2,19
7,0.006,320.5,297.4,19
8,0.008,146.9,138.3,19
9,0.01,79.07,74.9,19
10,0.015,25.03,23.7,19
11,0.02,10.93,10.23,19
12,0.03,3.4130000000000003,3.045,19
13,0.04,1.541,1.272,19
14,0.05,0.8679,0.6454,19
15,0.06,0.5678,0.373,19
16,0.08,0.3251,0.1628,19
17,0.1,0.2345,0.09161,19
18,0.15,0.1582,0.043460000000000006,19
19,0.2,0.1319,0.033780000000000004,19
20,0.3,0.108,0.03015,19
21,0.4,0.09495,0.029589999999999998,19
22,0.5,0.086,0.029289999999999997,19
23,0.6,0.07922,0.02895,19
24,0.8,0.06929,0.028069999999999998,19
25,1.0,0.06216,0.02707,19
26,1.25,0.055560000000000005,0.025810000000000003,19
27,1.5,0.05068,0.024669999999999997,19
28,2.0,0.043989999999999994,0.0229,19
29,3.0,0.036660000000000005,0.02084,19
30,4.0,0.03282,0.01985,19
31,5.0,0.030539999999999998,0.01935,19
32,6.0,0.02915,0.01914,19
33,8.0,0.02766,0.0191,19
34,10.0,0.027039999999999998,0.019280000000000002,19
35,15.0,0.026869999999999998,0.01983,19
36,20.0,0.02737,0.02029,19
0,0.001,4867.0,4861.0,20
1,0.0015,1714.0,1710.0,20
2,0.002,799.9,796.6,20
3,0.003,267.6,265.0,20
4,0.004,121.8,119.7,20
5,0.0040381,118.7,116.6,20
6,0.005,602.6,537.3,20
7,0.006,373.1,338.7,20
8,0.008,172.6,160.0,20
9,0.01,93.41,87.44,20
10,0.015,29.79,28.04,20
11,0.02,13.06,12.2,20
12,0.03,4.08,3.665,20
13,0.04,1.83,1.538,20
14,0.05,1.0190000000000001,0.7822,20
15,0.06,0.6578,0.452,20
16,0.08,0.3656,0.1958,20
17,0.1,0.2571,0.1085,20
18,0.15,0.1674,0.048760000000000005,20
19,0.2,0.1376,0.03639,20
20,0.3,0.1116,0.03146,20
21,0.4,0.09783,0.0306,20
22,0.5,0.08851,0.030189999999999998,20
23,0.6,0.08148,0.029789999999999997,20
24,0.8,0.07122,0.028839999999999998,20
25,1.0,0.06387999999999999,0.0278,20
26,1.25,0.057089999999999995,0.0265,20
27,1.5,0.052070000000000005,0.02532,20
28,2.0,0.045239999999999995,0.02352,20
29,3.0,0.0378,0.02147,20
30,4.0,0.03395,0.02052,20
31,5.0,0.0317,0.020069999999999998,20
32,6.0,0.03035,0.01992,20
33,8.0,0.028919999999999998,0.019969999999999998,20
34,10.0,0.02839,0.02022,20
35,15.0,0.028380000000000002,0.020880000000000003,20
36,20.0,0.02903,0.0214,20
0,0.001,5238.0,5231.0,21
1,0.0015,1858.0,1853.0,21
2,0.002,870.6,867.2,21
3,0.003,292.2,289.6,21
